breaks,subregion,scale,value
1300,MW,Decadal,0.0829283992572094
1300,MW,Centennial,0.11977135844845055
1290,desert,Decadal,0.18311197459752737
1290,plateau,Decadal,0.18549193259809194
1290,MW,Decadal,0.0781587027590458
1280,desert,Decadal,0.19275153903157705
1280,plateau,Decadal,0.20917322215343592
1280,MW,Decadal,0.08128659462633969
1270,desert,Decadal,0.2062980433438888
1270,plateau,Decadal,0.2679632409277488
1270,MW,Decadal,0.11286686197293783
1260,desert,Decadal,0.24362287693540097
1260,plateau,Decadal,0.26735401493824806
1260,MW,Decadal,0.10931537383300771
1250,desert,Decadal,0.25688628764306554
1250,plateau,Decadal,0.25081375882776147
1250,MW,Decadal,0.11175739782400829
1240,desert,Decadal,0.25746370370618443
1240,plateau,Decadal,0.2415263104054377
1240,MW,Decadal,0.11783784335890335
1230,desert,Decadal,0.24825668818948543
1230,plateau,Decadal,0.2366536681222886
1230,MW,Decadal,0.11749107395171432
1220,desert,Decadal,0.22137209927775015
1220,plateau,Decadal,0.23497894172499478
1220,MW,Decadal,0.11978572211188698
1210,desert,Decadal,0.20499911123619263
1210,plateau,Decadal,0.22742221294218545
1210,MW,Decadal,0.11868106440819925
1200,desert,Decadal,0.17662082878782126
1200,desert,Centennial,0.12504185571078352
1200,plateau,Decadal,0.21076895177405408
1200,plateau,Centennial,0.15534462533708382
1200,MW,Decadal,0.09950510464493689
1200,MW,Centennial,0.08414455085108408
1190,desert,Decadal,0.12024189016244247
1190,plateau,Decadal,0.17036961268748207
1190,MW,Decadal,0.07716071908312472
1180,desert,Decadal,0.07420666792403718
1180,plateau,Decadal,0.1193468337568504
1180,MW,Decadal,0.06425689268443335
1170,desert,Decadal,0.02177801581433325
1170,plateau,Decadal,0.07401466522454214
1170,MW,Decadal,0.04524070521234602
1160,desert,Decadal,-0.038976129104983936
1160,plateau,Decadal,0.022997862496154653
1160,MW,Decadal,0.035213777464959684
1150,desert,Decadal,-0.04978903991452732
1150,plateau,Decadal,-0.007083493392645579
1150,MW,Decadal,0.04429306221382934
1140,desert,Decadal,-0.06916971432421315
1140,plateau,Decadal,-0.03085684891717122
1140,MW,Decadal,0.045102810597819065
1130,desert,Decadal,-0.0825540631550381
1130,plateau,Decadal,-0.025950560383958265
1130,MW,Decadal,0.03345852539902161
1120,desert,Decadal,-0.07655467339720001
1120,plateau,Decadal,-0.006216051229412933
1120,MW,Decadal,0.028879676237458796
1110,desert,Decadal,-0.055054650771291236
1110,plateau,Decadal,0.007849606816168198
1110,MW,Decadal,0.0339479394006581
1100,desert,Decadal,-0.017477842379354236
1100,desert,Centennial,-0.013082184984536394
1100,plateau,Decadal,0.023570326526822782
1100,plateau,Centennial,-0.009655453375789769
1100,MW,Decadal,0.05247256025966429
1100,MW,Centennial,0.043986992992128826
1090,desert,Decadal,-0.02581707963208446
1090,plateau,Decadal,0.010192601912173416
1090,MW,Decadal,0.05232036911331228
1080,desert,Decadal,-0.03573059326672512
1080,plateau,Decadal,-0.0069468276482798075
1080,MW,Decadal,0.04314779746943387
1070,desert,Decadal,-0.027602104408031014
1070,plateau,Decadal,-0.0635064525070228
1070,MW,Decadal,0.029699279516015586
1060,desert,Decadal,-0.01459720858181246
1060,plateau,Decadal,-0.07159936839217229
1060,MW,Decadal,0.04130831449009609
1050,desert,Decadal,0.09704304940851838
1050,plateau,Decadal,-0.06230102096860257
1050,MW,Decadal,0.04779441112250371
1040,desert,Decadal,0.0673577781967083
1040,plateau,Decadal,-0.07200777063410824
1040,MW,Decadal,0.04670548164320554
1030,desert,Decadal,0.11883782869035464
1030,plateau,Decadal,-0.05462566585423545
1030,MW,Decadal,0.05037104580765117
1020,desert,Decadal,0.22574328920415
1020,plateau,Decadal,0.01168964650182236
1020,MW,Decadal,0.08337730165408619
1010,desert,Decadal,0.25627519354496364
1010,plateau,Decadal,0.03399360752314173
1010,MW,Decadal,0.11013917257958195
1000,desert,Decadal,0.2306397536285365
1000,desert,Centennial,0.18660291706034116
1000,plateau,Decadal,-0.006312017812459825
1000,plateau,Centennial,-6.711546382209832e-4
1000,MW,Decadal,0.11602775842085578
1000,MW,Centennial,0.08935385826089881
990,desert,Decadal,0.20255556884123394
990,plateau,Decadal,-0.03453288543099342
990,MW,Decadal,0.1211442588193723
980,desert,Decadal,0.20286728522993513
980,plateau,Decadal,-0.03153438675675968
980,MW,Decadal,0.11777373843195882
970,desert,Decadal,0.23234626529442526
970,plateau,Decadal,0.003543403263384093
970,MW,Decadal,0.11014885120173012
960,desert,Decadal,0.26870193147707777
960,plateau,Decadal,0.06810688390443964
960,MW,Decadal,0.10393978011891125
950,desert,Decadal,0.2653945203744401
950,plateau,Decadal,0.08751898423733362
950,MW,Decadal,0.09355275158211551
940,desert,Decadal,0.2555119246581583
940,plateau,Decadal,0.1052171411306313
940,MW,Decadal,0.08575154884187253
930,desert,Decadal,0.25676888338217463
930,plateau,Decadal,0.09151107361655697
930,MW,Decadal,0.09514881474330661
920,desert,Decadal,0.24723830383601708
920,plateau,Decadal,0.06452550693885062
920,MW,Decadal,0.0996350946382174
910,desert,Decadal,0.24126566224738077
910,plateau,Decadal,0.06534932472144206
910,MW,Decadal,0.09903441311078787
900,desert,Decadal,0.23412731527983066
900,desert,Centennial,0.17436877088790048
900,plateau,Decadal,0.06582410658895199
900,plateau,Centennial,0.029980192206435774
900,MW,Decadal,0.09724391744911909
900,MW,Centennial,0.09645365103141401
890,desert,Decadal,0.19305172192620734
890,plateau,Decadal,0.025874913399404065
890,MW,Decadal,0.10823625055975672
880,desert,Decadal,0.15675599239457494
880,plateau,Decadal,0.007362868992011329
880,MW,Decadal,0.11698955375436526
870,desert,Decadal,0.12399418731610101
870,plateau,Decadal,0.0020147856256036434
870,MW,Decadal,0.10003718092486125
860,desert,Decadal,0.0915286361399259
860,plateau,Decadal,0.0030042654499684573
860,MW,Decadal,0.09156911712737692
850,desert,Decadal,0.01562386867124399
850,plateau,Decadal,3.3182736571824023e-4
850,MW,Decadal,0.08775560895037948
840,desert,Decadal,0.02390014770901061
840,plateau,Decadal,-0.0017146657376621022
840,MW,Decadal,0.08525483628527564
830,desert,Decadal,-0.02859135394719381
830,plateau,Decadal,-0.08249109904429064
830,MW,Decadal,0.07702650338961003
820,desert,Decadal,-0.10869805061112237
820,plateau,Decadal,-0.23136723439040052
820,MW,Decadal,0.03420455062177474
810,desert,Decadal,-0.13187274224919499
810,plateau,Decadal,-0.26772194280030304
810,MW,Decadal,0.007677703381192558
800,desert,Decadal,-0.117653177214605
800,desert,Centennial,-0.10378697603106168
800,plateau,Decadal,-0.2200062191760277
800,plateau,Centennial,-0.23775557180908402
800,MW,Decadal,0.00720866345944593
800,MW,Centennial,0.026851796116145188
790,desert,Decadal,-0.11623602625002727
790,plateau,Decadal,-0.22138894940476606
790,MW,Decadal,-0.006180653142540127
780,desert,Decadal,-0.14432634764607322
780,plateau,Decadal,-0.2909009075512503
780,MW,Decadal,-0.02441572937599279
770,desert,Decadal,-0.1728514459621855
770,plateau,Decadal,-0.3688860917649639
770,MW,Decadal,-0.022534765698623005
760,desert,Decadal,-0.2025846618372018
760,plateau,Decadal,-0.4440254413016653
760,MW,Decadal,0.007091115562762873
750,desert,Decadal,-0.23093013988365607
750,plateau,Decadal,-0.47576858287797785
750,MW,Decadal,0.031059863617821648
740,desert,Decadal,-0.26247732084018205
740,plateau,Decadal,-0.5389508656596931
740,MW,Decadal,0.03160428892943212
730,desert,Decadal,-0.2805877164409276
730,plateau,Decadal,-0.5722561758852218
730,MW,Decadal,0.007480319020114479
720,desert,Decadal,-0.30752538549201347
720,plateau,Decadal,-0.6010242439896896
720,MW,Decadal,-0.04525766547923693
710,desert,Decadal,-0.3177213227816278
710,plateau,Decadal,-0.6451750695278036
710,MW,Decadal,-0.04582618690162077
700,desert,Decadal,-0.31776748466357807
700,desert,Centennial,-0.25853454572185575
700,plateau,Decadal,-0.673200204282598
700,plateau,Centennial,-0.587908831774242
700,MW,Decadal,-0.033671967429649285
700,MW,Centennial,-0.028513655096229495
690,desert,Decadal,-0.25895665241791876
690,plateau,Decadal,-0.610547030649411
690,MW,Decadal,0.0010543046412792023
680,desert,Decadal,-0.19320108818066117
680,plateau,Decadal,-0.5797097565302556
680,MW,Decadal,0.009633312850554354
670,desert,Decadal,-0.17960954839683074
670,plateau,Decadal,-0.5999944014926983
670,MW,Decadal,0.012384754390071251
660,desert,Decadal,-0.2166544326105635
660,plateau,Decadal,-0.6803083837902624
660,MW,Decadal,-0.021572455633123155
650,desert,Decadal,-0.2721773154219398
650,plateau,Decadal,-0.7671499212382638
650,MW,Decadal,-0.09615462513985484
640,desert,Decadal,-0.2992030601459361
640,plateau,Decadal,-0.7999591557046992
640,MW,Decadal,-0.13917059624288797
630,desert,Decadal,-0.31259688801484886
630,plateau,Decadal,-0.6866291322642049
630,MW,Decadal,-0.16430338899044994
620,desert,Decadal,-0.34533569078646353
620,plateau,Decadal,-0.5037838974318087
620,MW,Decadal,-0.1885591993005864
610,desert,Decadal,-0.38496386639966795
610,plateau,Decadal,-0.5157205062367942
610,MW,Decadal,-0.216227201715824
600,desert,Decadal,-0.43991198046463564
600,desert,Centennial,-0.38000317691530006
600,plateau,Decadal,-0.5816977415926794
600,plateau,Centennial,-0.3948262209997555
600,MW,Decadal,-0.24611880930099916
600,MW,Centennial,-0.2026388604297269
590,desert,Decadal,-0.4724752234490981
590,plateau,Decadal,-0.4733576342378587
590,MW,Decadal,-0.24470905442929292
580,desert,Decadal,-0.460273030111491
580,plateau,Decadal,-0.26360142102802575
580,MW,Decadal,-0.2258906021505025
570,desert,Decadal,-0.4644929351774296
570,plateau,Decadal,-0.06550539688282564
570,MW,Decadal,-0.22740247642373257
560,desert,Decadal,-0.4616125501382351
560,plateau,Decadal,0.05628433089610585
560,MW,Decadal,-0.26951283264780024
550,desert,Decadal,-0.4418378525397393
550,plateau,Decadal,0.149058594495588
550,MW,Decadal,-0.31584997034124207
540,desert,Decadal,-0.42514428063842313
540,plateau,Decadal,0.2239405384108606
540,MW,Decadal,-0.3395188601683419
530,desert,Decadal,-0.43621910032907163
530,plateau,Decadal,0.24794142973139088
530,MW,Decadal,-0.3416176676100835
520,desert,Decadal,-0.438278560139449
520,plateau,Decadal,0.21539278661066863
520,MW,Decadal,-0.32455363681568317
510,desert,Decadal,-0.46124897087425065
510,plateau,Decadal,0.2089607701031726
510,MW,Decadal,-0.3382233395495926
500,desert,Decadal,-0.49215521106613647
500,desert,Centennial,-0.5008367382164813
500,plateau,Decadal,0.21782839236046403
500,plateau,Centennial,0.1733035358985502
500,MW,Decadal,-0.361802414618162
500,MW,Centennial,-0.34598130591355636
490,desert,Decadal,-0.5578573634584139
490,plateau,Decadal,0.203577187269377
490,MW,Decadal,-0.4330402442861425
480,desert,Decadal,-0.6515655427345668
480,plateau,Decadal,0.15479103961599794
480,MW,Decadal,-0.4762540450456987
470,desert,Decadal,-0.6686469132525685
470,plateau,Decadal,0.1713158446370322
470,MW,Decadal,-0.481284577689467
460,desert,Decadal,-0.6200719809099642
460,plateau,Decadal,0.21618475276796723
460,MW,Decadal,-0.4253890861352638
450,desert,Decadal,-0.5271781691508881
450,plateau,Decadal,0.21417949679496395
450,MW,Decadal,-0.2775751909045554
440,desert,Decadal,-0.45333756829010197
440,plateau,Decadal,0.1974101786615945
440,MW,Decadal,-0.19931747581255488
430,desert,Decadal,-0.4215546642819201
430,plateau,Decadal,0.21740874973610325
430,MW,Decadal,-0.19038366804752238
420,desert,Decadal,-0.35232619712662894
420,plateau,Decadal,0.20341741325313745
420,MW,Decadal,-0.18258266081349062
410,desert,Decadal,-0.3163736525433558
410,plateau,Decadal,0.12731781176968937
410,MW,Decadal,-0.20389445738780987
400,desert,Decadal,-0.28203433033550107
400,desert,Centennial,-0.366391621467832
400,plateau,Decadal,0.07539649710985863
400,plateau,Centennial,0.05293461042896741
400,MW,Decadal,-0.21592652180256744
400,MW,Centennial,-0.2711019705821882
390,desert,Decadal,-0.26025348211645705
390,plateau,Decadal,0.046056575966257896
390,MW,Decadal,-0.21705349230889404
380,desert,Decadal,-0.2755828742911026
380,plateau,Decadal,0.03557691114837169
380,MW,Decadal,-0.24273885838931308
370,desert,Decadal,-0.2712896731863368
370,plateau,Decadal,-0.04506275970993512
370,MW,Decadal,-0.27776448458374237
360,desert,Decadal,-0.29500286495036665
360,plateau,Decadal,-0.13710020444980264
360,MW,Decadal,-0.3315072285285825
350,desert,Decadal,-0.3345149710120232
350,plateau,Decadal,-0.22567034994062096
350,MW,Decadal,-0.39516184275453226
340,desert,Decadal,-0.34161548621264304
340,plateau,Decadal,-0.27802796321784173
340,MW,Decadal,-0.4234559260826942
330,desert,Decadal,-0.3036757759411812
330,plateau,Decadal,-0.2700696740050246
330,MW,Decadal,-0.3773064862822917
320,desert,Decadal,-0.18130935392985936
320,plateau,Decadal,-0.13328303115253126
320,MW,Decadal,-0.2011377984530771
310,desert,Decadal,-0.14970892827032012
310,plateau,Decadal,-0.076450070789890745
310,MW,Decadal,-0.1471186855292239
