LabID,Age,Error,Material,Taxa,d13C,Method,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,subregion,agg_n,x,y,Long,Lat
AA-110073,114,20,CHARCOAL,NA,NA,AMS,1,NA,12PO206,New Harmony Mounds,USA,Indiana,North America,UWyo2021,Strezewski 2017-Archaeological Investigations at New Harmony Mounds,MW,NA,-87.86838478371021,38.021961314782374,NA,NA
AA-110074,804,20,CHARCOAL,NA,NA,AMS,1,NA,12PO206,New Harmony Mounds,USA,Indiana,North America,UWyo2021,Strezewski 2017-Archaeological Investigations at New Harmony Mounds,MW,NA,-87.86838478371021,38.021961314782374,NA,NA
AA-110075,1673,21,SEEDS,charred nutshell,NA,AMS,1,NA,12PO206,New Harmony Mounds,USA,Indiana,North America,UWyo2021,Strezewski 2017-Archaeological Investigations at New Harmony Mounds,MW,NA,-87.86838478371021,38.021961314782374,NA,NA
AA-11013,3445,135,CHARCOAL,NA,NA,AMS,1,NA,40BN190,Carson-Conn-Short,USA,Tennessee,North America,UWyo2021,Tennessee Archaeology Network 14C database,MW,NA,-88.06834735169443,36.06987633953808,NA,NA
AA-110262,831,19,CHARCOAL,NA,NA,AMS,1,NA,12PO206,New Harmony Mounds,USA,Indiana,North America,UWyo2021,Strezewski 2017-Archaeological Investigations at New Harmony Mounds,MW,NA,-87.86838478371021,38.021961314782374,NA,NA
AA-110895,1853,22,UNKNOWN,NA,NA,AMS,1,NA,15UN28,Slack farm,USA,Kentucky,North America,UWyo2021,Strezewski 2018,MW,NA,-87.9452894992863,37.65855507756998,NA,NA
AA-110896,2220,23,UNKNOWN,NA,NA,AMS,1,NA,15UN28,Slack farm,USA,Kentucky,North America,UWyo2021,Strezewski 2018,MW,NA,-87.9452894992863,37.65855507756998,NA,NA
AA-110897,2497,19,UNKNOWN,NA,NA,AMS,1,NA,15UN28,Slack farm,USA,Kentucky,North America,UWyo2021,Strezewski 2018,MW,NA,-87.9452894992863,37.65855507756998,NA,NA
AA-11738,2705,60,FECES,Homo sapiens paleofece,NA,AMS,1,NA,15HT4,Salts Cave,USA,Kentucky,North America,UWyo2021,Gremillion  &  Sobolik 1996,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
AA-11774,514,66,SEEDS,Charred Zea mays,-10,AMS,1,NA,33HA36,Madisonville,USA,Ohio,North America,UWyo2021,Maslowski et al. 1995; Drooker 2000; Drooker personal communication 2019,MW,NA,-84.54260216827456,39.19559998975863,NA,NA
AA-1182,6990,120,SEEDS,C. pepo,NA,AMS,1,NA,40WM9,Anderson,USA,Tennessee,North America,UWyo2021,Tennessee Archaeology Network 14C database,MW,NA,-86.89864113605093,35.89386022336408,NA,NA
AA-15571,2475,45,SEEDS,hazelnut shell,NA,AMS,1,NA,11MS99,Gehring,USA,Illinois,North America,UWyo2021,Zimmerman et al. 2018; Maher 1996:576 659,MW,NA,-89.90517718742075,38.829844377169074,NA,NA
AA-16566,2675,50,FECES,Homo sapiens paleofece,NA,AMS,1,NA,15ED1,Mammoth Cave,USA,Kentucky,North America,UWyo2021,Watson unpublish ed,MW,NA,-86.23855280553352,37.209004871183886,NA,NA
AA-16853,420,60,SEEDS,Zea mays charred,-10,AMS,1,NA,33RO128,Blain Village,USA,Ohio,North America,UWyo2021,Hart et al. 2002; Brady-Rawlins 2007,MW,NA,-83.05669514095709,39.337614345259794,NA,NA
AA-16854,510,60,SEEDS,Charred Bean,-10,AMS,1,NA,33RO128,Blain Village,USA,Ohio,North America,UWyo2021,Hart et al. 2002; Brady-Rawlins 2007,MW,NA,-83.05669514095709,39.337614345259794,NA,NA
AA-16855,420,60,SEEDS,cultigen,NA,AMS,1,NA,33RO128,Blain Village,USA,Ohio,North America,UWyo2021,Nolan 2012 TEMPORAL HYGIENE: PROBLEMS IN CULTURAL CHRONOLOGY OF THE LATE PREHISTORIC PERIOD OF THE MIDDLE OH RIVER VALLEY,MW,NA,-83.05669514095709,39.337614345259794,NA,NA
AA-21705,9775,70,charcoal; charbon de bois,NA,NA,NA,1,NA,NA,Sheriden Cave,USA,NA,North America,CARD,Tankersley and Landefeld 1998,MW,NA,-83.30411572095329,40.842411519995665,NA,NA
AA-21706,10020,115,charcoal; charbon de bois,NA,NA,NA,1,NA,NA,Sheriden Cave,USA,NA,North America,CARD,Tankersley and Landefeld 1998,MW,NA,-83.30411572095329,40.842411519995665,NA,NA
AA-21710,10680,80,charcoal; charbon de bois,NA,NA,NA,1,NA,NA,Sheriden Cave,USA,NA,North America,CARD,Bills and McDonald 1998; Tankersley and Landefeld 1998; Tankersley et al. 2001,MW,NA,-83.30411572095329,40.842411519995665,NA,NA
AA-21711,13120,80,charcoal; charbon de bois,NA,NA,NA,1,NA,NA,Sheriden Cave,USA,NA,North America,CARD,Bills and McDonald 1998; Tankersley and Landefeld 1998,MW,NA,-83.30411572095329,40.842411519995665,NA,NA
AA-21712,10470,70,charcoal; charbon de bois,NA,NA,NA,1,NA,NA,Sheriden Cave,USA,NA,North America,CARD,Bills and McDonald 1998; Tankersley and Landefeld 1998; Tankersley et al. 2001,MW,NA,-83.30411572095329,40.842411519995665,NA,NA
AA-24943,2800,45,SEEDS,Hordeum pusillum seeds (n = 3),NA,AMS,1,NA,13LA152,Gast Spring,USA,Iowa,North America,UWyo2021,Dunne and Green 1998; Tiffany 1992: 527 1993: 567,MW,NA,-91.25982572807501,41.21856557288467,NA,NA
AA-26159,500,38,OTHER,plant material cane,NA,AMS,1,NA,22CO511,Parchman Place,USA,Mississippi,North America,UWyo2021,Nelson 2016 - Community and Identity in the Late Prehistoric…,MW,NA,-90.60275895267075,34.22922271681122,NA,NA
AA-26160,597,38,OTHER,plant material cane,NA,AMS,1,NA,22CO511,Parchman Place,USA,Mississippi,North America,UWyo2021,Nelson 2016 - Community and Identity in the Late Prehistoric…,MW,NA,-90.60275895267075,34.22922271681122,NA,NA
AA-26161,478,38,SEEDS,hickory shell,NA,AMS,1,NA,22CO511,Parchman Place,USA,Mississippi,North America,UWyo2021,Nelson 2016 - Community and Identity in the Late Prehistoric…,MW,NA,-90.60275895267075,34.22922271681122,NA,NA
AA-26163,482,38,OTHER,plant material cane,NA,AMS,1,NA,22CO511,Parchman Place,USA,Mississippi,North America,UWyo2021,Nelson 2016 - Community and Identity in the Late Prehistoric…,MW,NA,-90.60275895267075,34.22922271681122,NA,NA
AA-26164,547,38,SEEDS,Zea mays,NA,AMS,1,NA,22CO511,Parchman Place,USA,Mississippi,North America,UWyo2021,Nelson 2016 - Community and Identity in the Late Prehistoric…,MW,NA,-90.60275895267075,34.22922271681122,NA,NA
AA-26165,505,38,OTHER,plant material thatch,NA,AMS,1,NA,22CO511,Parchman Place,USA,Mississippi,North America,UWyo2021,Nelson 2016 - Community and Identity in the Late Prehistoric…,MW,NA,-90.60275895267075,34.22922271681122,NA,NA
AA-26166,446,38,SEEDS,Zea mays,NA,AMS,1,NA,22CO511,Parchman Place,USA,Mississippi,North America,UWyo2021,Nelson 2016 - Community and Identity in the Late Prehistoric…,MW,NA,-90.60275895267075,34.22922271681122,NA,NA
AA-26167,609,39,SEEDS,pecan shell,NA,AMS,1,NA,22CO511,Parchman Place,USA,Mississippi,North America,UWyo2021,Nelson 2016 - Community and Identity in the Late Prehistoric…,MW,NA,-90.60275895267075,34.22922271681122,NA,NA
AA-2823à,1807,85,POTTERYRESIDUE,NA,-25.94,AMS,1,NA,33LI212,Murphy,USA,Ohio,North America,UWyo2021,Carr 1988; Carr and Haas 1996; Kentucky OH and West Virginia Radiocarbon Database,MW,NA,-82.4829597149649,40.0917121785076,NA,NA
AA-31189,1010,45,SEEDS,nutshell charred,NA,AMS,1,NA,23MI699,Hillhouse,USA,Missouri,North America,UWyo2021,Lafferty et al. 2002,MW,NA,-89.29111727997575,36.82825903913221,NA,NA
AA-31190,780,45,SEEDS,Zea mays charred,NA,AMS,1,NA,23MI699,Hillhouse,USA,Missouri,North America,UWyo2021,Lafferty et al. 2002,MW,NA,-89.29111727997575,36.82825903913221,NA,NA
AA-31191,1110,45,CHARCOAL,NA,NA,AMS,1,NA,23MI699,Hillhouse,USA,Missouri,North America,UWyo2021,NA,MW,NA,-89.29111727997575,36.82825903913221,NA,NA
AA-31232,715,50,BONE,Animal bone collagen,-22.7,AMS,1,NA,15BA4,Wickliffe,USA,Kentucky,North America,UWyo2021,Matternes 2000,MW,NA,-88.99931071936916,37.05858665450262,NA,NA
AA-31233,670,50,BONE,Animal bone collagen,-21.3,AMS,1,NA,15BA4,Wickliffe,USA,Kentucky,North America,UWyo2021,Matternes 2000,MW,NA,-88.99931071936916,37.05858665450262,NA,NA
AA-34923,780,40,CHARCOAL,NA,-24,AMS,1,NA,11PP3,Millstone Bluff,USA,Illinois,North America,UWyo2021,Cobb and Butler 2002,MW,NA,-88.56159131404421,37.412893049501044,NA,NA
AA-34924,775,40,CHARCOAL,NA,-25,AMS,1,NA,11PP3,Millstone Bluff,USA,Illinois,North America,UWyo2021,Cobb and Butler 2002,MW,NA,-88.56159131404421,37.412893049501044,NA,NA
AA-34925,625,40,CHARCOAL,NA,-26,AMS,1,NA,11PP3,Millstone Bluff,USA,Illinois,North America,UWyo2021,Cobb and Butler 2002,MW,NA,-88.56159131404421,37.412893049501044,NA,NA
AA-34926,610,40,SEEDS,Charred Nutshell,-25.7,AMS,1,NA,11PP3,Millstone Bluff,USA,Illinois,North America,UWyo2021,Cobb and Butler 2002,MW,NA,-88.56159131404421,37.412893049501044,NA,NA
AA-34927,755,40,CHARCOAL,NA,-25.7,AMS,1,NA,11PP3,Millstone Bluff,USA,Illinois,North America,UWyo2021,Cobb and Butler 2002,MW,NA,-88.56159131404421,37.412893049501044,NA,NA
AA-34928,765,40,CHARCOAL,NA,-24.9,AMS,1,NA,11PP3,Millstone Bluff,USA,Illinois,North America,UWyo2021,Cobb and Butler 2002,MW,NA,-88.56159131404421,37.412893049501044,NA,NA
AA-34929,775,40,CHARCOAL,NA,-26.8,AMS,1,NA,11PP3,Millstone Bluff,USA,Illinois,North America,UWyo2021,Cobb and Butler 2002,MW,NA,-88.56159131404421,37.412893049501044,NA,NA
AA-34930,695,40,CHARCOAL,NA,-25.7,AMS,1,NA,11PP3,Millstone Bluff,USA,Illinois,North America,UWyo2021,Cobb and Butler 2002,MW,NA,-88.56159131404421,37.412893049501044,NA,NA
AA-37305,1532,42,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37306,1433,55,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37307,1683,44,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37308,3278,45,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37309,4175,50,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37312,1558,41,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37314,991,42,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37315,3396,49,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37316,1491,46,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37317,1618,46,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37318,4924,77,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37319,1705,47,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37320,1656,46,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37321,6000,110,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37323,853,45,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37324,1773,50,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37325,1673,40,BONE,O. virgin/anus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37326,3248,61,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37327,7084,70,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-37328,1899,54,BONE,O. virginianus collagen distal metapodial,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-38459,542,33,SEEDS,Bean (Phaseolus vulgaris),-26.7,AMS,1,NA,33FA8,Baldwin Village,USA,Ohio,North America,UWyo2021,Hart et al. 2002; Bradly-Rawlins 2007; Nolan 2012,MW,NA,-82.63030589265847,39.751714140258606,NA,NA
AA-38460,494,33,SEEDS,Bean (Phaseolus vulgaris),-27.4,AMS,1,NA,33FA8,Baldwin Village,USA,Ohio,North America,UWyo2021,Hart et al. 2002; Bradly-Rawlins 2007; Nolan 2012,MW,NA,-82.63030589265847,39.751714140258606,NA,NA
AA-38461,579,33,SEEDS,Charred Bean,NA,AMS,1,NA,33RO19,Gartner,USA,Ohio,North America,UWyo2021,Brady-Rawlins 2007,MW,NA,-83.05669514095709,39.337614345259794,NA,NA
AA-38462,593,33,SEEDS,Charred Bean,NA,AMS,1,NA,33RO19,Gartner,USA,Ohio,North America,UWyo2021,Brady-Rawlins 2007,MW,NA,-83.05669514095709,39.337614345259794,NA,NA
AA-38463,277,33,SEEDS,Bean,-28.6,AMS,1,NA,46WD38,Blennerhasset Village,USA,West Virginia,North America,UWyo2021,Hart et al. 2002,MW,NA,-81.51485535485683,39.211223106230555,NA,NA
AA-38464,301,33,SEEDS,Bean,-27.9,AMS,1,NA,46WD38,Blennerhasset Village,USA,West Virginia,North America,UWyo2021,Hart et al. 2002,MW,NA,-81.51485535485683,39.211223106230555,NA,NA
AA-38466,683,33,SEEDS,Bean,-26,AMS,1,NA,15MS1,Fox Farm,USA,Kentucky,North America,UWyo2021,Hart et al. 2002,MW,NA,-83.82407970655728,38.59522114943314,NA,NA
AA-38467,592,33,SEEDS,Zea mays,-15.7,AMS,1,NA,15MS1,Fox Farm,USA,Kentucky,North America,UWyo2021,Hart et al. 2002,MW,NA,-83.82407970655728,38.59522114943314,NA,NA
AA-38470,615,41,SEEDS,Zea mays charred,-15.1,AMS,1,NA,11C382,Worthy-Merrigan,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
AA-38471,734,33,SEEDS,Bean charred,-25.9,AMS,1,NA,11PKà,Hill Creek,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
AA-38472,772,37,SEEDS,Zea mays charred,-9.1,AMS,1,NA,11PKà,Hill Creek,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
AA-38473,675,33,SEEDS,Bean,-25.2,AMS,1,NA,11F19,Morton,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
AA-38474,692,33,SEEDS,Zea mays,-9.67,AMS,1,NA,11F19,Morton,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
AA-38476,704,33,SEEDS,Zea mays,-8.77,AMS,1,NA,11F1109,Larson,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
AA-38478,719,33,SEEDS,Zea mays,-9.9,AMS,1,NA,11F1109,Larson,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
AA-38930,7016,71,BONE,Bison bison femur,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2002 2005,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-38964,621,36,SEEDS,Bean charred,-27.1,AMS,1,NA,11ML28,Noble-Wieting,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-88.84736333432944,40.49087351472123,NA,NA
AA-38965,634,36,SEEDS,Bean charred,-28.1,AMS,1,NA,11ML28,Noble-Wieting,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-88.84736333432944,40.49087351472123,NA,NA
AA-38966,603,36,SEEDS,Bean,-25.3,AMS,1,NA,12PO1,Murphy,USA,Indiana,North America,UWyo2021,Hart et al. 2002,MW,NA,-87.86838478371021,38.021961314782374,NA,NA
AA-38967,712,33,SEEDS,Bean,-27.6,AMS,1,NA,11F1284,Orendorf,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
AA-38968,698,33,SEEDS,Zea mays,-10,AMS,1,NA,11F1284,Orendorf,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
AA-40134,539,39,SEEDS,Bean cotyledon,-28,AMS,1,NA,12H837,Baker's Trails,USA,Indiana,North America,UWyo2021,Hart et al. 2002; Bush 2004,MW,NA,-86.05192927260393,40.07256594343454,NA,NA
AA-40135,641,39,SEEDS,Bean charred,-24.2,AMS,1,NA,11PKà,Hill Creek,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
AA-40136,733,55,SEEDS,Zea mays charred,-10,AMS,1,NA,11PKà,Hill Creek,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
AA-40137,642,36,SEEDS,Zea mays,-9.2,AMS,1,NA,11JY72,Pere Marquette,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
AA-40138,594,49,SEEDS,Bean charred,-25.9,AMS,1,NA,11C382,Worthy-Merrigan,USA,Illinois,North America,UWyo2021,Hart et al. 2002,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
AA-40189,990,37,BONE,O. virgin/anus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40190,1499,45,BONE,O. virginianus collagen  right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40191,1581,51,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40192,5808,54,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40193,992,37,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40194,2051,50,BONE,O. virginianus collagen  right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40196,1382,47,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40198,1564,42,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40199,1526,42,BONE,O. virgin/anus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40200,8678,74,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40202,1309,38,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40203,1541,38,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40204,3560,68,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40205,1620,52,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40208,1024,43,BONE,O. virgin/anus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
AA-40209,1662,38,BONE,O. virginianus collagen right astragalus,NA,AMS,1,NA,23CY64,Arnold Research Cave,USA,Missouri,North America,UWyo2021,Wolverton 2005 Effects of the Hypsithermal …,MW,NA,-91.9260940863247,38.835573064282755,NA,NA
